,Асимметрия челюсти,Высота бровей,Наклон глаз,Полнота верхней губы,Полнота нижней губы,Асимметрия размера глаз,Ширина посадки глаз,Скулы,Форма головы,Верхнее веко,Асимметрия брови,Наклон бровей,Размер рта,Асимметрия наклона глаз,Асимметрия носа,Размер глаз,Оттопыренность ушей,Ширина челюсти,Уголки рта,Форма бровей,Асимметрия челюсти cat,Высота бровей cat,Наклон глаз cat,Полнота верхней губы cat,Полнота нижней губы cat,Асимметрия размера глаз cat,Ширина посадки глаз cat,Скулы cat,Форма головы cat,Верхнее веко cat,Асимметрия брови cat,Наклон бровей cat,Размер рта cat,Асимметрия наклона глаз cat,Асимметрия носа cat,Размер глаз cat,Оттопыренность ушей cat,Ширина челюсти cat,Уголки рта cat,Форма бровей cat,anfas_bbox,anfas_roll,anfas_pitch,anfas_yaw,anfas_keypoints,anfas_path
724,-0.4570846245384548,0.19098158038826404,-1.3437900838240466,0.4813816167105111,2.9854020532406156,1.0861477713147853,0.6909499023043925,-12.932366297770592,1.4250890565665328,0.7354122743697123,-1.7002276357052875,12.060219879258542,41.89270560710823,-0.8746076132853855,-5.377783666224809,5.65187174921827,10.183072661183887,0.8825599371549268,20.519008521760096,"[0.0882527157664299, 0.050794683396816254, 0.8539493083953857, 0.007003264967352152]",Нет асимметрии,Средняя,Средний,Тонкая,Тонкая,Правый больше,Близко,Не выражены,Мезо,Выраженные,Правая вверх,Без наклона,Средне-большой,Нет ассиметрии,Вправо,Средние,Прижатые,Средне-узкая,Вверх,Прямые,"[100, 191, 674, 929]",-3.2,-8.7,3.7,"[[240, 490], [500, 482], [355, 628], [250, 746], [512, 739]]",data/humans/23_1.jpg
725,-0.3338092176665892,0.14314057564066549,-9.30545530493464,1.2986927337114715,7.770137212122003,1.0033814343565142,0.9466886567925604,-1.3667284925328573,1.4724786645894157,0.5118466260051584,1.7899106082460623,8.825062109965062,39.6246571276252,-1.7396727977404112,-3.388235351101428,6.021557150477378,37.257578426148775,0.9530832827081749,0.7423378335182473,"[0.1001986563205719, 0.00016085860261227936, 0.897607684135437, 0.002032740507274866]",Нет асимметрии,Низкая,Вверх,Средняя,Средняя,Без ассиметрии,Средне,Не выражены,Мезо,Выраженные,Левая вверх,Без наклона,Средне-большой,Нет ассиметрии,Вправо,Средние,Оттопыренные,Широкая,Пряые,Прямые,"[171, 251, 654, 894]",-9.2,-7.8,4.1,"[[301, 516], [525, 478], [432, 629], [357, 763], [544, 733]]",data/humans/24275_1.jpg
726,-0.1802746192802145,0.19477253733300595,-6.188296052915149,1.1108176322071246,5.940216957480934,1.0108377260815826,1.0143804886493688,3.115599307407995,1.3962892476178912,0.7861673980870937,-0.1609427775784269,12.774994271534922,35.048734774500055,-1.4364770787568721,-1.5789631525491712,5.557024912670046,18.768987578672107,0.8733345832530588,5.6138960889686755,"[0.025177376344799995, 0.02795574814081192, 0.48078545928001404, 0.4660814106464386]",Нет асимметрии,Средняя,Средний,Средне-тонкая,Средне-тонкая,Без ассиметрии,Средне,Не выражены,Мезо,Выраженные,Нет асимметрии,Средние,Средне-маленький,Нет ассиметрии,Вправо,Средние,Средние,Средне-узкая,Вверх,Прямые,"[276, 230, 821, 997]",-3.0,-9.0,-1.3,"[[420, 540], [678, 542], [545, 709], [446, 825], [648, 825]]",data/humans/85666c4c2b1ffae895514ca4f5925f62.jpg
727,4.037436553636155,0.21634961387672388,-15.575743032885839,2.2176404367258256,12.937865437609375,1.0415314830883469,0.8239210956679223,-0.4744422234372365,1.556521414686915,0.38982853607434304,-0.3021843609200967,-0.0562737740823957,43.12127516470085,1.2407471405909059,2.976778794255297,6.842255196622317,12.114887571002194,0.8752081942470522,5.9853276551376755,"[0.3315006494522095, 0.04565529152750969, 0.5387797355651855, 0.08406437188386917]",Влево,Средняя,Вверх,Полная,Полная,Без ассиметрии,Близко,Не выражены,Долих,Выраженные,Нет асимметрии,Домиком,Большой,Нет ассиметрии,Влево,Большие,Прижатые,Средне-узкая,Вверх,Прямые,"[115, 156, 667, 921]",0.0,-9.0,0.3,"[[270, 470], [524, 468], [394, 649], [294, 771], [498, 770]]",data/humans/4959_1.jpg
728,0.6795524044506901,0.37625545575034114,14.648086420455428,3.190098643987814,13.623659916917727,1.1810541430810397,1.701741525211055,35.19635898520269,1.5568789408715027,2.5426128158441514,-1.6457401234760907,17.205971797039076,43.29534220387466,-4.428700515054786,3.5091732836711036,3.947783096587968,-3.357998572618752,1.0185929003610215,3.9992960906131003,"[0.01292624045163393, 0.003023297293111682, 0.026318641379475594, 0.9577317833900452]",Нет асимметрии,Высокая,Вниз,Полная,Полная,Правый больше,Далеко,Выражены,Долих,Опущенные,Правая вверх,Атакующие,Большой,Левый,Влево,Маленькие,Прижатые,Широкая,Вверх,Серпы,"[131, 195, 719, 955]",1.2,0.9,-11.2,"[[291, 467], [595, 470], [445, 581], [324, 757], [565, 752]]",data/humans/wild_1139_1.jpg
729,-1.4334013701503372,0.14614411794906748,-12.6288444404734,0.594590733941702,2.369884871529104,1.0799281973498982,0.877783874528614,17.235552575653927,1.4054898315982884,0.5490651824143282,-0.5812286727125205,25.427653492353073,40.00623269376261,1.6641587471229933,-1.6247925728386239,5.536812438229212,18.738617069677883,0.9027130251280435,15.33612985860988,"[0.019960680976510048, 0.0006791999330744147, 0.8805454969406128, 0.09881465882062912]",Нет асимметрии,Низкая,Вверх,Тонкая,Тонкая,Правый больше,Близко,Выражены,Мезо,Выраженные,Нет асимметрии,Атакующие,Средне-большой,Нет ассиметрии,Вправо,Средние,Средние,Средняя,Вверх,Прямые,"[99, 223, 673, 965]",-3.4,-13.8,-0.2,"[[253, 508], [513, 505], [380, 702], [263, 781], [508, 779]]",data/humans/25_1.jpg
730,7.337694093024977,0.1682719579447203,-2.862405226111747,1.0993383416086313,4.821859035721412,0.855768563867555,1.0766394102413868,18.94868756317569,1.306620966483054,0.47186156778145494,2.1131376481010715,12.962043878430086,33.791890919152365,1.0720578056896106,1.6997863768319732,5.85626633345522,23.189168143307064,0.9221128479374994,-7.305759533310825,"[0.4608875513076782, 0.21751587092876434, 0.2981439232826233, 0.02345253713428974]",Влево,Низкая,Средний,Средне-тонкая,Средне-тонкая,Левый больше,Средне,Выражены,Мезо,Выраженные,Левая вверх,Средние,Средне-маленький,Нет ассиметрии,Влево,Средние,Средние,Средне-широкая,Пряые,Излом,"[124, 225, 746, 1028]",-2.2,-18.0,-2.1,"[[313, 524], [613, 522], [463, 726], [323, 848], [582, 850]]",data/humans/wild_1473_1.jpg
731,-2.288325513250294,0.23549107073715592,5.488151341173449,3.032910723297678,11.785024524813837,1.0930551180281403,1.0795780789057279,16.781906775930004,1.5234123746054395,0.5738400584432,2.5985490932571054,10.571748219113665,45.24564785201011,-1.9971076487753794,-1.3414743714922095,6.257124688509802,23.396739865439233,0.9029475025409873,-1.0965008387426396,"[0.2277948409318924, 0.23297089338302612, 0.49449044466018677, 0.04474387317895889]",Вправо,Средне-Высокая,Вниз,Полная,Полная,Правый больше,Средне,Выражены,Долих,Выраженные,Левая вверх,Без наклона,Большой,Нет ассиметрии,Вправо,Средне-большие,Средние,Средняя,Пряые,Прямые,"[83, 79, 725, 986]",-2.1,-6.0,-8.4,"[[262, 442], [566, 446], [422, 602], [290, 784], [545, 788]]",data/humans/10827_1.jpg
732,1.2860764470009203,0.1934177614187128,-8.170824294358965,0.987554587712878,6.821451968712974,1.0679470721459512,1.040441346202053,16.017702804394055,1.371561068928992,0.43315532364194653,-2.3648217432068104,15.545231286698103,42.868006315857805,-1.467453761870655,2.606383185354775,5.912768992163638,21.88111145324612,0.9261087620745697,-13.148720184475923,"[0.6872780919075012, 0.0341465100646019, 0.27276861667633057, 0.005806820001453161]",Нет асимметрии,Средняя,Вверх,Средне-тонкая,Средняя,Правый больше,Средне,Выражены,Мезо,Выраженные,Правая вверх,Атакующие,Большой,Нет ассиметрии,Влево,Средние,Средние,Средне-широкая,Вниз,Излом,"[122, 200, 652, 888]",-3.2,-6.2,4.7,"[[261, 471], [502, 458], [394, 618], [299, 738], [504, 723]]",data/humans/23252_1.jpg
733,-2.2807134015359534,0.26326280157458554,-12.78507318547878,1.167247192270504,6.338678451980634,1.0038227001107891,0.9049057609496143,-2.6908781111025686,1.3871371853433367,0.8137367362046064,-3.575978599715059,4.620140744860659,34.36498463700362,8.504460408325624,1.3860058280308838,5.7673424203114125,14.340465505037622,0.7897402542425002,11.0225013727372,"[0.12045262008905411, 0.0769028440117836, 0.2388567179441452, 0.5637878775596619]",Вправо,Высокая,Вверх,Средне-тонкая,Средняя,Без ассиметрии,Близко,Не выражены,Мезо,Опущенные,Правая вверх,Без наклона,Средне-маленький,Правый,Влево,Средние,Средние,Узкая,Вверх,Серпы,"[56, 202, 715, 1046]",-4.0,-8.9,-5.2,"[[262, 536], [542, 522], [423, 720], [323, 875], [533, 866]]",data/humans/5092_1.jpg
