Асимметрия челюсти,Высота бровей,Наклон глаз,Полнота верхней губы,Полнота нижней губы,Асимметрия размера глаз,Ширина посадки глаз,Скулы,Форма головы,Верхнее веко,Асимметрия брови,Наклон бровей,Размер рта,Асимметрия наклона глаз,Асимметрия носа,Размер глаз,Оттопыренность ушей,Ширина челюсти,Уголки рта,brow_a,brow_b,brow_c,brow_d,Class
3.39033721970002,0.1551631345664271,-7.7441829464016365,0.7289985955446454,5.310254377234116,0.9815864570347228,0.7200817741150041,-1.3536899064875634,1.3088043158892029,0.34930508895850765,0.5252776589912358,11.811265360354678,31.003218117402024,-4.353456540163094,-4.314198366845216,4.716563398892023,24.9942375615307,0.8938388936426364,-1.8349351435305288,0.06420356780290604,0.018208630383014682,0.7350879311561584,0.1824998855590821,warrior
0.009935109925235386,0.2259118400098662,-9.292314565551653,1.7780554205909684,5.545870748272053,1.0136281430654162,0.8174806315199333,-6.867299075607834,1.4837963757943584,0.8206147380267621,-0.8363049385368946,3.3761325566562217,42.58168484747913,-0.9974951899785136,-1.984013065751528,5.088015807908587,12.242348797511587,0.9152613148615806,35.596607723619115,0.14115186035633087,0.14609426259994507,0.6479249596595764,0.06482891738414764,warrior
0.8914598971513064,0.1410379555149647,-12.152456734760618,1.414087871259451,6.599076732544104,0.9372184261837676,0.7390055603699792,-0.00520019779957881,1.5373649322606844,0.550704195608785,1.3711797028841115,20.42435736678916,35.83596153799984,1.6699975032887462,-0.4668935728374164,5.429822786939222,18.85450495012601,0.8863622898006556,9.021793461677866,0.036605104804039,0.006168249528855085,0.4165358245372772,0.5406907796859741,warrior
-2.407352128270549,0.22656788907911984,2.4801878061111613,1.5339299776947408,7.669649888473705,1.002826194990184,0.8595976993074066,-2.441267034087053,1.2525033755971888,0.7669649888473705,2.3980823950586143,12.194204359881967,39.182829372660926,1.8281802816869988,-2.996390109086084,5.691325321162312,14.572334788100038,0.9138477154640284,-11.036772305193741,0.20367132127285004,0.17563262581825256,0.5968907475471497,0.023805338889360428,warrior
0.6268434737945277,0.17275662622339633,-16.717816609198266,1.956183180483618,8.802824312176279,0.9915752500491666,0.8294624313314694,15.776567600461053,1.3021848751822274,0.2361321982404843,2.277608958334074,19.178882587335906,41.09148908790712,1.5751534999358692,-0.5383337643942168,5.136880142808742,8.802824312176279,0.9300103020736236,2.726310993906265,0.18697425723075867,0.011157942935824394,0.0229942724108696,0.7788735032081604,warrior
1.123302714075429,0.2026841969553959,11.345586345904195,2.3767298346986547,9.015182131615587,1.0867541040909947,1.6013565325458106,25.044232598657032,1.213062524275751,0.44242790120900943,3.305413922517303,2.11819739952942,45.1057030675817,-3.549247354486125,-4.7636416907261765,6.731617389438817,12.293430179475806,0.9262501173856944,-12.51258580145555,0.09209123253822328,0.7096075415611267,0.1811419278383255,0.017159271985292438,warrior
1.273030020056711,0.23415845625082865,7.796991110234599,2.2405457638382624,9.38216927083493,0.9969214908990544,1.1936015270567408,0.0,1.4751441287051237,0.9292717254364868,-3.0528825147924286,6.785217192580744,36.611771648645615,1.4989502725394663,0.0,6.338118123169672,21.471896903450013,0.8404120937746751,-51.795061021019755,0.026306241750717163,0.017835015431046486,0.6032856702804565,0.3525730073451996,warrior
-0.5452249013934576,0.15641481789354328,-12.018011914989044,2.21100458147156,10.61282199106349,1.0,0.8453062745827977,14.550009915778515,1.5831780930970023,0.2135134898823076,1.7086728151982893,15.991637045548735,38.91368063389945,4.581220085277039,-0.4403517186105517,5.1015309850905135,28.30085864283597,0.9109768186824349,5.205124404999612,0.06615899503231049,0.0077598760835826406,0.9043833017349244,0.021697841584682458,warrior
1.1934894239820348,0.24857170265447834,2.862405226111747,1.287730985182728,4.607624579866768,0.9102265633863994,0.6033117313055882,5.95338885966863,1.3408407914442781,0.7724900496123283,0.1256714040534046,6.591482579270425,34.296764779831555,2.8624052261117474,-4.289153328819018,4.9976466706852625,18.17973155552086,0.8638362058804061,-2.7954252903150287,0.15081879496574402,0.22687481343746185,0.19580893218517306,0.4264974594116211,warrior
0.0,0.2229678833697362,-3.179830119864235,1.98019801980198,6.930693069306932,0.9984603532054124,0.8333694766621801,-2.0832533520199483,1.4653799835625776,0.6101265010067703,0.6681873681315498,17.980258598322447,35.64356435643564,-3.1798301198642345,0.0,5.555344883498924,29.7029702970297,0.8218418205721637,12.71884276525146,0.4191465079784393,0.02650547213852405,0.3071318566799164,0.247216135263443,warrior
